Murders,Robberies,Assaults,Burglaries,Larcenies,Auto_Thefts,Non.Violent,Total_Violent
4.16,137.44,395.65,2332.26,5160.13,358.17,7850.56,537.25
12.21,97.65,335.67,1031.43,4314.92,543.18,5889.53,445.53
0,8.75,481.15,551.13,3201.82,157.47,3910.42,489.9
0,117.33,229.33,853.31,3645.24,514.65,5013.2,346.66
9.79,34.26,499.24,920.17,4502.96,176.2,5599.33,543.29
0,28.93,192.88,1369.47,3404.38,308.61,5082.46,221.81
0,244.68,254.09,1185.77,3943.16,329.38,5458.31,498.77
0,203.59,630.8,1211.53,4605.83,380.48,6197.84,834.39
7.25,594.42,1138.09,2450.16,7335.99,521.93,10308.08,1739.76
0,162.9,451.68,659.02,1443.91,177.71,2280.64,614.58
15.93,284.93,467.69,1373.09,3685.31,364.59,5422.99,768.55
0,271.42,146.84,965.56,4516.33,244.73,5726.62,418.26
0,64.32,700.33,600.28,1866.94,641.37,3108.59,764.65
0,245.48,29.76,773.64,3168.94,230.6,4173.18,275.24
8.85,404.33,749.64,1440.25,3842.63,1336.95,6619.83,1162.82
0,0,22.44,229.96,1295.64,44.87,1570.47,22.44
0,0,186.22,518.75,1296.89,119.71,1935.35,186.22
3.78,101.95,264.32,1011.97,5509.19,445.57,6966.73,370.05
0,15.84,71.26,744.32,2541.77,150.45,3436.54,87.1
3.47,186.35,123.94,1093.82,2364.44,873.67,4331.93,313.76
0,55.54,196.91,1499.55,3892.76,186.81,5579.12,252.45
8.94,80.49,237,1046.37,4507.45,621.56,6175.38,326.43
0,35.27,163.13,555.53,4170.89,193.99,4920.41,198.4
1.15,215.77,381.92,716.54,5856.9,1334.99,7908.43,598.84
0,16.91,50.72,650.94,3094.09,185.98,3931.01,67.63
0,84.73,261.24,529.55,3325.57,367.15,4222.27,345.97
0,65.01,117.01,676.07,2593.77,370.54,3640.38,182.02
0,153.23,1264.13,1685.5,3236.93,488.41,5410.84,1417.36
18.41,530.66,1029.08,2227.35,4702.36,1330.05,8259.76,1578.15
0,10.4,26.01,150.87,842.78,52.02,1045.67,36.41
0,22.83,7.61,281.58,1742.77,144.6,2168.95,30.44
5.22,20.86,260.77,203.4,1022.22,93.88,1319.5,286.85
16.94,177.91,584.55,1304.64,3943.58,626.91,5875.13,779.4
7.41,174.59,383.03,381.97,2044.25,682.47,3108.69,565.03
2.71,224.77,1370.31,1855.06,2843.52,560.58,5259.16,1597.79
6.06,181.83,1127.34,1097.04,2945.63,1515.24,5557.91,1315.23
0,29,107.71,348,1499.71,310.71,2158.42,136.71
0,115.76,392.31,746.03,2289.54,392.31,3427.88,508.07
6.01,102.18,147.27,1145.07,2118.84,546.99,3810.9,255.46
9,174,99,1233.01,5319.05,744.01,7296.07,282
0,46.94,131.42,1304.8,3276.07,291,4871.87,178.36
0,135.21,254.82,1669.35,1456.13,353.63,3479.11,390.03
0,18.58,669.02,1033.430203,3372.97915,37.17,4443.579353,687.6
3.7,88.81,1017.65,1310,3308.29,247.94,4866.23,1110.16
0,103.86,346.2,787.61,2985.98,285.62,4059.21,450.06
0,61.02,176.63,651.92,2077.78,195.9,2925.6,237.65
0,2.78,33.32,172.16,458.18,63.87,694.21,36.1
37.71,1206.73,4932.5,5000.38,6637,1184.1,12821.48,6176.94
7.23,86.74,549.37,498.77,3382.97,65.06,3946.8,643.34
5.96,160.91,598.93,1054.83,4293.8,292.01,5640.64,765.8
7.6,145.92,354.16,1241.83,2667.58,943.91,4853.32,507.68
4.7,67.44,508.13,770.04,3556.92,330.91,4657.87,580.27
0,56.92,494.72,923.78,4837.79,551.64,6313.21,551.64
0,189.5,124.53,728.23,4569.7,357.35,5655.28,314.03
10.93,72.87,502.82,980.14,3512.48,189.47,4682.09,586.62
8.45,160.55,270.39,1112.55,2608.16,236.59,3957.3,439.39
3.38,113.32,345.04,659.64,1187.36,546.32,2393.32,461.74
8.27,16.54,198.48,744.29,4101.89,215.02,5061.2,223.29
8.8,1100.38,864.46,1844.23,2786.59,1608.75,6239.57,1973.64
3.99,35.93,359.25,662.62,3428.87,167.65,4259.14,399.17
0,35.06,486.42,486.42,1779.14,219.11,2484.67,521.48
0,311.11,517.11,1648.03,5234.17,559.15,7441.35,828.22
9.53,279.62,1019.99,1201.11,5716.37,845.22,7762.7,1309.14
1.97,43.33,78.78,608.58,4663.8,179.23,5451.61,124.08
9.23,374.82,407.11,1485.45,4629.33,546.66,6661.44,791.16
13.34,450.73,378.0046049,2093.64,3004.44,2513.7,7611.78,842.0746049
8.19,155.58,383.5,1464.41,4184.41,466.75,6115.57,547.27
9.42,167.71,849.87,1068.46,3936.53,557.79,5562.78,1027
0,24.18,24.18,241.84,1338.17,40.31,1620.32,48.36
0,19.43,58.3,388.68,1982.25,207.29,2578.22,77.73
0,6.78,271.08,182.98,1077.53,40.66,1301.17,277.86
0,6.63,165.84,384.74,729.68,132.67,1247.09,172.47
59.51,1393.57,2196.98,2355.68,4131.12,2866.49,9353.29,3650.06
0,44.1,121.26,538.34,2638.4,248.04,3424.78,165.36
0,66.46,385.48,618.1,2857.9,252.56,3728.56,451.94
18.75,768.17,588.53,3521.48,8756.53,1890.79,14168.8,1375.45
0,54.18,352.14,541.76,2383.75,99.32,3024.83,406.32
0,7.94,23.83,127.08,691.02,87.37,905.47,31.77
4.91,162.15,569.97,692.81,2496.07,358.69,3547.57,737.03
9.98,69.83,209.48,817.96,2503.74,124.69,3446.39,289.29
0,23.12,169.53,863.07,1371.66,462.36,2697.09,192.65
0,77.33,185.59,688.22,2072.38,139.19,2899.79,262.92
3.55,63.89,223.62,741.85,3975.44,315.91,5033.2,291.06
3.22,177.07,138.44,1207.3,8016.48,582.72,9806.5,318.73
0,8.88,235.37,337.51,950.35,97.7,1385.56,244.25
1.25,56.12,226.37,822.54,2939.69,262.54,4024.77,283.74
2.33,93.13,95.46,735.72,2721.71,405.11,3862.54,190.92
0,54.23,165.28,340.89,3633.59,87.81,4062.29,219.51
0,870.43,861.37,3119.05,6192.76,1622.99,10934.8,1731.8
0,84.26,684.22,1466.18,5814.15,273.01,7553.34,768.48
0,33.52,102.42,350.09,2549.35,143.39,3042.83,135.94
5.18,186.34,1718.43,1330.23,3845.76,688.41,5864.4,1909.95
5.12,81.89,470.85,1036.39,4421.93,353.14,5811.46,557.86
3.59,35.91,35.91,463.21,1939.03,165.18,2567.42,75.41
0,8.73,165.96,388.7,1624.67,152.86,2166.23,174.69
8.57,403.01,983.22,2975.39,5419.16,634.52,9029.07,1394.8
4.56,296.38,870.91,1176.42,5713.37,424.06,7313.85,1171.85
0,71.91,175.38,461.25,1385.5,149.07,1995.82,247.29
2.28,107.16,264.47,1370.24,4521.1,364.79,6256.13,373.91
4.61,4.61,101.33,483.6,1561.35,73.69,2118.64,110.55
26.49,384.05,817.28,2565.36,6165.58,442.7,9173.64,1227.82
16.74,58.57,1096.14,1631.66,5045.6,125.51,6802.77,1171.45
9.9,82.5,102.3,1534.45,4834.35,395.99,6764.79,194.7
5.88,121.45,121.45,644.47,5196.87,11.75,5853.09,248.78
0,20.42,465.53,788.14,2552.27,200.1,3540.51,485.95
0,4.35,65.24,300.1,904.66,108.73,1313.49,69.59
1.86,135.69,308.54,1330.83,3890.26,578.06,5799.15,446.09
6.86,144.1,566.12,1293.49,2950.66,545.53,4789.68,717.08
8.54,115.32,337.4,401.47,2284.96,1618.69,4305.12,461.26
0,175.42,449.51,1081.75,2784.78,226.58,4093.11,624.93
6.93,90.1,145.54,1088.09,3499.9,207.91,4795.9,242.57
10.41,78.04,78.04,920.87,5228.66,244.52,6394.05,166.49
6.77,200.85,560.81,1441.52,4140.62,898.76,6480.9,768.43
0,306.73,255.61,1137.45,2147.1,728.48,4013.03,562.34
0,35.79,125.28,697.99,2425.06,187.92,3310.97,161.07
39.78,490.56,1133.6,1615.87,6370.67,1277.78,9264.32,1663.94
0,151.34,305.53,705.29,5962.14,616.77,7284.2,456.87
0,43.33,116.65,593.23,1106.48,46.66,1746.37,159.98
0,66.05,102.08,288.24,1717.41,168.14,2173.79,168.13
0,92.2,221.28,1825.56,3918.5,175.18,5919.24,313.48
1.2,89.9,318.85,674.86,2878.03,261.31,3814.2,409.95
2.14,10.69,44.89,307.85,2969.47,147.51,3424.83,57.72
0,192.17,349.41,2087.7,10945.14,1048.22,14081.06,541.58
0,24.88,14.93,512.57,2030.36,114.46,2657.39,39.81
0,70.22,413.93,572.84,395.45,473.9656284,1442.255628,484.15
7.89,329.78,292.94,807.79,4983.55,849.89,6641.23,630.61
0,370.72,855.51,1283.27,5874.52,655.89,7813.68,1226.23
5.01,20.02,85.1,270.32,2042.45,115.14,2427.91,110.13
0,28.37,296.29,791.15,2023.58,107.17,2921.9,324.66
3.63,87.13,177.9,718.85,1288.85,446.56,2454.26,268.66
0,136.6,361.59,1534.75,6034.55,498.19,8067.49,498.19
6.78,54.24,176.27,1830.51,6515.25,576.27,8922.03,237.29
7.09,374.31,408.2,1802.21,5437.35,1026.79,8266.35,789.6
22.55,784.71,391.51,1299.68,3669.03,1833.81,6802.52,1198.77
0,85.67,112.93,451.71,1841.9,373.83,2667.44,198.6
0,122.84,318.49,691.57,4340.51,254.79,5286.87,441.33
0,7.09,14.18,63.81,616.85,163.07,843.73,21.27
0,96.79,98.14,588.82,1884.76,604.95,3078.53,194.93
2.06,22.68,843.23,956.62,2080.24,156.69,3193.55,867.97
0.99,25.64,289.9,749.39,3398.87,169.6,4317.86,316.53
0,16.12,16.12,537.26,2509,719.93,3766.19,32.24
15.3,506.84,721.05,1206.85,1707.95,864.49,3779.29,1243.19
5.8,63.76,46.37,892.6,4474.58,197.07,5564.25,115.93
0,962.32,444.85,2850.66,4775.31,1933.73,9559.7,1407.17
6.76,604.65,905.28,3276.58,8242.13,1675.45,13194.16,1516.69
0,31.78,58.26,1149.24,4771.74,243.62,6164.6,90.04
17.59,87.93,444.05,1384.92,3767.86,171.47,5324.25,549.57
6.47,25.89,194.2,932.16,4712.58,265.41,5910.15,226.56
0,7.7,53.93,61.64,874.49,96.31,1032.44,61.63
29.5,904.71,1558.66,1691.42,2124.1,1706.17,5521.69,2492.87
0,33.66,193.52,900.29,2507.36,67.31,3474.96,227.18
10.38,251.77,635.93,1521.03,4333.38,351.71,6206.12,898.08
4.19,33.51,121.49,381.22,2278.92,146.62,2806.76,159.19
9.11,814.31,1788.62,2902.11,6665.37,1453.01,11020.49,2612.04
0,0,16.92,16.92,490.78,8.46,516.16,16.92
0,5.88,82.38,258.91,912.09,82.38,1253.38,88.26
18.98,436.49,417.51,721.15,2233.05,1056.43,4010.63,872.98
9.11,77.48,241.55,811.23,4584.81,255.22,5651.26,328.14
5.21,209.74,164.15,1192.03,5947.11,600.57,7739.71,379.1
0,86.06,201.91,865.55,3697.21,474.98,5037.74,287.97
8.61,51.64,284.04,516.44,3804.44,163.54,4484.42,344.29
5.75,11.49,103.45,126.44,321.86,40.23,488.53,120.69
0,0,208.84,473.9,3277.11,160.64,3911.65,208.84
0,0,54.25,343.58,1726.94,171.79,2242.31,54.25
6.54,123.7,488.28,1628.98,5561.37,385.98,7576.33,618.52
1.37,100.08,183.71,730.73,2665.17,238.55,3634.45,285.16
14.48,415,629.74,1937.46,3353.76,1544.18,6835.4,1059.22
0,48.69,46.48,455.9,2919.11,486.89,3861.9,95.17
0,20.55,102.77,644.06,2295.31,82.22,3021.59,123.32
0,18.78,240.44,544.74,3189.57,270.49,4004.8,259.22
3.92,3.92,15.68,419.39,1407.13,188.14,2014.66,23.52
8.74,289.17,296.57,1182.9,3412.87,1209.8,5805.57,594.48
0,45.78,42.92,288.99,1997.2,200.29,2486.48,88.7
12.98,488.9,597.07,947.52,1964.26,1345.56,4257.34,1098.95
3.43,13.7,34.25,226.07,1438.65,123.31,1788.03,51.38
3.75,44.95,1168.58,1018.76,4415.9,307.13,5741.79,1217.28
0,403.8,504.75,1800.29,6730.04,626.74,9157.07,908.55
0,22.67,51.82,576.54,1749.04,424.31,2749.89,74.49
20.11,694.52,779.43,2396.4,5493.14,1651.83,9541.37,1494.06
0,30.46,45.68,776.61,2040.51,274.1,3091.22,76.14
4.28,342.6,646.65,1040.64,4239.65,946.43,6226.72,993.53
0,23.56,78.54,392.71,2097.08,109.96,2599.75,102.1
9.75,165.81,858.29,985.08,3725.74,87.78,4798.6,1033.85
5.58,507.5,239.81,1076.35,4573.09,775.19,6424.63,752.89
3.18,50.87,340.2,721.73,4085.59,263.89,5071.21,394.25
14.38,262.37,420.52,1563.45,4758.65,628.98,6951.08,697.27
10.61,37.13,498.54,509.15,2524.53,111.38,3145.06,546.28
0,61.69,35.98,550.04,3598.42,318.72,4467.18,97.67
4.74,109.07,156.49,1085.98,3077.73,436.29,4600,270.3
0.99,81.21,146.57,615.99,2660.06,439.71,3715.76,228.77
14.62,241.28,742.12,2230.02,7497.99,1089.42,10817.43,998.02
6.84,183.86,411.34,1274.22,4112.58,1066.41,6453.21,602.04
16.32,163.24,424.42,1632.39,8096.64,481.55,10210.58,603.98
0,39.41,624.06,762,2522.5,137.95,3422.45,663.47
7.34,102.71,44.02,535.54,3389.33,227.42,4152.29,154.07
0,72.33,499.7,1190.08,4076.53,532.58,5799.19,572.03
3.99,139.68,87.8,893.96,1923.61,546.75,3364.32,231.47
0,31.71,88.33,486.95,1313.64,110.98,1911.57,120.04
16.2,248.47,864.26,1339.6,6346.89,345.7,8032.19,1128.93
11.64,320.58,378.0046049,1390.22,3225.16,1272.08,5887.46,710.2246049
0,116.89,112.01,457.8,2763.84,53.57,3275.21,228.9
3.91,15.65,31.31,348.27,1760.91,133.05,2242.23,50.87
24.78,703.25,1198.76,1391.24,2189.78,1728.57,5309.59,1926.79
0,57.99,459.07,575.05,2967.04,140.14,3682.23,517.06
6.61,59.48,376.69,819.46,3951.89,251.12,5022.47,442.78
2.13,36.21,59.63,736.89,2881.54,178.9,3797.33,97.97
4.92,44.29,83.66,718.47,2180.01,206.68,3105.16,132.87
0,34.24,709.36,934.4,1560.59,239.71,2734.7,743.6
0,20.24,0,344.09,2011.9,356.23,2712.22,20.24
0,17.54,76,917.86,3887.75,280.62,5086.23,93.54
0,47.91,38.33,809.7,4412.61,206.02,5428.33,86.24
0,12.13,121.31,776.35,2713.19,315.39,3804.93,133.44
9.77,0,78.19,615.72,1514.86,58.64,2189.22,87.96
6.61,68.32,218.18,815.41,1458.92,471.61,2745.94,293.11
2.65,82.23,108.75,1297.05,3363.31,992.02,5652.38,193.63
4.65,134.71,330.58,972.38,4145.8,476.13,5594.31,469.94
33.53,1869.98,1871.83,3241.71,8415.45,2951.52,14608.68,3775.34
0,10.73,71.55,314.83,1184.17,89.44,1588.44,82.28
0,6.7,395.15,997.92,1761.44,154.04,2913.4,401.85
15.17,187.14,637.3,1957.41,5927.87,313.59,8198.87,839.61
10.39,140.3,415.69,1033.430203,7165.5,337.75,8536.680203,566.38
0,17.4,52.19,713.29,3647.65,301.55,4662.49,69.59
16.87,640.97,345.79,927.72,2791.6,556.63,4275.95,1003.63
0,34.92,192.08,774.16,1821.89,145.52,2741.57,227
0,114.74,303.23,557.29,3212.59,409.77,4179.65,417.97
11.91,369.78,1151.97,1953.47,4896.67,852.49,7702.63,1533.66
0,101.72,238.51,1150.47,4833.39,680.46,6664.32,340.23
0,7.57,0,211.97,473.14,283.89,969,7.57
0,38.64,309.12,1088.36,6246.78,341.32,7676.46,347.76
1.8,213.79,298.23,1146.22,3221.29,479.69,4847.2,513.82
12.5,329.04,2315.8,1807.66,4610.77,316.55,6734.98,2657.34
7.04,63.36,138.45,757.95,3433.06,680.51,4871.52,208.85
0,36.61,18.3,718.47,2315.58,164.74,3198.79,54.91
6.02,30.12,90.35,785.03,1626.28,208.81,2620.12,126.49
2.27,47.67,265.59,542.53,824.01,217.92,1584.46,315.53
0,296.74,991.95,2289.11,6087.33,305.21,8681.65,1288.69
0,0,88.15,587.67,3386.47,132.23,4106.37,88.15
5.69,182.16,595.83,1193.55,5512.33,683.11,7388.99,783.68
19.99,837.31,657.41,2052.19,3573.57,941.7,6567.46,1514.71
0,21.8,893.98,561.46,3472.34,130.83,4164.63,915.78
0,18.27,511.45,596.69,1412.57,170.48,2179.74,529.72
35.1,324.68,302.74,1487.36,4378.73,579.15,6445.24,662.52
0,147.48,374.59,899.6,1188.65,377.54,2465.79,522.07
7.66,15.32,183.88,551.64,490.35,76.62,1118.61,206.86
30.17,772.25,1550.53,2871.79,5544.49,2696.83,11113.11,2352.95
0,0,59.81,256.34,1256.09,59.81,1572.24,59.81
0,0,33.5,368.48,1599.53,75.37,2043.38,33.5
0,43.71,211.25,677.45,25910.55,509.91,27097.91,254.96
0,29.78,111.67,275.44,2181.2,126.55,2583.19,141.45
0,66.39,161.23,312.97,1100.15,180.2,1593.32,227.62
4.33,80.13,116.94,996.19,1764.99,335.67,3096.85,201.4
0,176.03,603.52,779.54,4506.25,518.02,5803.81,779.55
7.43,89.2,96.63,379.1,2259.72,267.6,2906.42,193.26
2.5,88.2,141.45,502.56,2967.09,431.83,3901.48,232.15
7.4,577.38,940.1,2115.22,7766.9,460.8,10342.92,1524.88
0,37.45,37.45,326.31,1642.24,85.59,2054.14,74.9
1.9,83.02,148.3,1019.72,3398.23,609.05,5027,233.22
0,7.52,105.23,450.99,1758.87,97.71,2307.57,112.75
6.12,92.88,273.54,1149.3,3557.1,346.01,5052.41,372.54
7.81,132.85,105.5,691.6,3438.44,648.61,4778.65,246.16
0,20.34,33.89,454.18,2697.94,128.8,3280.92,54.23
0,11.1,291.37,1262.59,3707.3,249.74,5219.63,302.47
0,37.7,113.09,1025.33,3354.95,324.19,4704.47,150.79
0,6.21,55.89,440.94,2856.79,124.21,3421.94,62.1
0,40.43,60.65,1268.57,4503.18,303.24,6074.99,101.08
12.05,72.27,451.7,1391.23,2258.49,174.66,3824.38,536.02
6.33,104.42,291.11,958.77,3518.65,262.63,4740.05,401.86
5.11,56.26,588.18,808.1,2189.03,143.21,3140.34,649.55
9.48,9.48,9.48,611.58,1114.11,118.52,1844.21,28.44
20.03,130.21,485.78,1827.92,6004.61,405.65,8238.18,636.02
0,125.82,503.29,999.58,3760.66,866.77,5627.01,629.11
2.58,41.3,882.79,1954,2472.83,340.72,4767.55,926.67
8.34,12.51,133.48,371.25,1918.83,50.06,2340.14,154.33
2.7,88.99,291.23,800.88,4808,560.89,6169.77,382.92
1.92,95.96,134.34,1068.97,4212.57,583.43,5864.97,232.22
4.11,104.83,365.89,1282.68,5354.79,337.12,6974.59,474.83
0,27.89,228.68,686.04,3039.77,139.44,3865.25,256.57
0,70.51,169.86,576.87,2961.25,272.41,3810.53,240.37
0,16.85,78.63,258.34,848.03,44.93,1151.3,95.48
15.13,162.61,293.08,1370.85,5462.59,495.4,7328.84,470.82
5.43,434.57,1683.96,3666.68,8593.62,597.53,12857.83,2123.96
11.14,198,1083.43,1590.8,6188.71,587.81,8367.32,1292.57
13.46,185.51,387.48,1668.09,4138.05,312.67,6118.81,586.45
0,20.82,270.72,527.56,2221.3,194.36,2943.22,291.54
13.03,333.03,1074.4,1830.24,5557.33,560.37,7947.94,1420.46
0,106.99,232.85,465.7,3580.87,232.85,4279.42,339.84
3.1,396.87,1075.9,1237.13,5360.91,617.02,7215.06,1475.87
0,27.74,345.46,585.02,5804.78,229.47,6619.27,373.2
0,17.85,110.68,365.95,1603.06,46.41,2015.42,128.53
0,22.46,22.46,651.34,1063.11,119.79,1834.24,44.92
0,117.92,307.61,897.21,2696.74,497.31,4091.26,425.53
13.33,246.54,712.95,2165.51,5563.7,279.85,8009.06,972.82
0,35.83,206.04,501.66,3108.48,268.74,3878.88,241.87
6.24,127.78,289.71,1197.29,4398.6,334.06,5929.95,423.73
16.94,16.94,593.07,415.15,1389.48,93.2,1897.83,626.95
0,42.84,143.96,694.08,2779.73,214.22,3688.03,186.8
0,7.73,46.39,394.31,889.13,185.56,1469,54.12
4.12,12.35,37.04,209.9,1461.09,209.9,1880.89,53.51
0,51.18,200.06,702.52,1660.93,116.31,2479.76,251.24
0,32.9,190.83,598.8,2658.42,125.02,3382.24,223.73
0,14.68,95.44,425.81,2731.08,80.76,3237.65,110.12
0,40.37,80.74,201.84,2011.71,134.56,2348.11,121.11
8.62,310.29,922.25,1361.83,1723.84,732.63,3818.3,1241.16
0,23.59,207.23,887.88,3160.64,232.5,4281.02,230.82
0,43.75,185.93,735.54,3002.3,866.78,4604.62,229.68
0,116.34,465.38,1512.48,4331.35,977.3,6821.13,581.72
12.12,181.39,530.28,1639.32,6742.22,595.86,8977.4,723.79
0,23.84,23.84,731.15,1700.71,55.63,2487.49,47.68
5.6,72.83,235.29,521.01,3927.17,235.29,4683.47,313.72
4.33,60.62,391.89,881.2,2372.96,287.96,3542.12,456.84
9.29,9.29,46.45,390.15,993.96,78.96,1463.07,65.03
0,92.72,172.2,2715.41,7444.2,225.18,10384.79,264.92
0,24.66,90.42,369.88,2391.91,115.07,2876.86,115.08
0,35.62,124.68,985.57,3776.05,314.67,5076.29,160.3
4.49,412.81,1063.42,2594.62,6951.52,879.46,10425.6,1480.72
5.27,231.92,249.05,1332.21,6178.76,1104.24,8615.21,486.24
10.94,268.02,306.31,1564.38,396.56,1016.03,2976.97,585.27
6.63,269.69,95.05,1744.15,6883.75,389.06,9016.96,371.37
13.59,529.94,1039.29,2048.51,3967.32,1466.69,7482.52,1582.82
0,6.46,54.9,455.31,1847.07,342.29,2644.67,61.36
0,62.34,246.24,1006.8,1524.22,208.84,2739.86,308.58
0,101.18,202.36,590.22,3119.73,741.99,4451.94,303.54
0,44.3,94.14,985.71,4247.42,415.33,5648.46,138.44
2.81,117.93,113.71,1007.99,1475.48,259.72,2743.19,234.45
5.62,239.58,2154.38,2367.76,4890.88,393.07,7651.71,2399.58
0,9.32,242.24,847.85,1760.92,409.95,3018.72,251.56
2.72,304.79,253.08,1630.07,2585.25,990.56,5205.88,560.59
35.09,682,1264.56,2422.68,6650.37,756.87,9829.92,1981.65
0,78.2,33.51,458.02,3636.26,446.85,4541.13,111.71
0,46.39,129.88,417.48,4722.14,278.32,5417.94,176.27
0,7.66,0,674.43,4222.87,268.24,5165.54,7.66
14.27,85.63,42.82,951.47,6298.76,447.19,7697.42,142.72
1.81,39.86,295.33,665.85,3143.54,176.65,3986.04,337
0,42.02,329.15,1911.9,3123.47,406.19,5441.56,371.17
7.13,179.28,211.08,883.8,2718.28,268.65,3870.73,397.49
16.33,396,805.62,2803.33,5054.16,511.68,8369.17,1217.95
6.63,29.82,424.08,974.06,3207.1,142.46,4323.62,460.53
0,36.21,54.31,476.74,2468.17,380.18,3325.09,90.52
11.53,115.29,409.29,1689.05,2588.34,484.23,4761.62,536.11
0,19.48,32.47,610.47,3234.19,129.89,3974.55,51.95
0,16.54,33.07,165.37,711.1,99.22,975.69,49.61
28.47,515.98,733.04,2300.55,7522.6,807.77,10630.92,1277.49
0,0,113.5,368.86,756.64,9.46,1134.96,113.5
0,7.59,83.46,386.95,1691.96,106.22,2185.13,91.05
4.56,72.88,77.44,920.15,3275.18,223.2,4418.53,154.88
7.29,7.29,174.91,794.4,2084.4,72.88,2951.68,189.49
0,31.44,534.46,402.41,2647.13,88.03,3137.57,565.9
10.27,184.79,277.18,1452.62,5769.43,102.66,7324.71,472.24
0,0,64.3,305.44,1093.16,176.83,1575.43,64.3
12.48,252.02,218.34,1507.14,3186.45,1203.96,5897.55,482.84
16.73,100.38,2191.73,2191.73,2459.43,83.65,4734.81,2308.84
3.24,87.55,84.31,804.15,2762.65,262.65,3829.45,175.1
9.08,195.25,1680.06,858.19,2356.63,304.23,3519.05,1884.39
3.08,554.43,1059.57,1937.41,6492.95,539.03,8969.39,1617.08
12.29,195.07,715.76,1225.69,2969,1052.13,5246.82,923.12
0,0,7.6,615.97,3984.79,91.25,4692.01,7.6
31.58,713.84,509.07,1645.85,4792.12,1198.03,7636,1254.49
0,20.69,289.72,698.43,1500.34,294.89,2493.66,310.41
9.86,574.96,1307.62,2151.99,3719.16,933.07,6804.22,1892.44
0,214.79,413.05,1049.15,8880.63,760.02,10689.8,627.84
19.79,285.21,511.05,1805.67,2965.3,616.1,5387.07,816.05
0,14.5,29,256.15,1493.4,72.5,1822.05,43.5
1.83,269.29,197.84,1243.84,2736.82,1016.69,4997.35,468.96
6.47,412.43,818.4,913.83,2948.5,1166.14,5028.47,1237.3
0,11.04,96.63,552.15,1512.89,80.06,2145.1,107.67
9.42,37.69,0,226.14,2553.47,131.91,2911.52,47.11
0,27.82,385.56,624.06,2074.89,159,2857.95,413.38
0,48.8,243.98,916.66,3481.93,547.21,4945.8,292.78
0,11.03,27.57,325.36,1229.73,82.72,1637.81,38.6
0,5.89,52.97,576.74,3219.16,47.08,3842.98,58.86
2.92,67.16,773.84,1077.53,3031.1,385.46,4494.09,843.92
0,51,400.73,918.03,1479.05,138.43,2535.51,451.73
12.46,465.05,700.9,1102.01,4022.72,651.08,5775.81,1178.41
0,164.11,635.03,2054.94,3795.93,385.3,6236.17,799.14
0,52.63,59.21,394.71,1184.13,309.19,1888.03,111.84
6.75,40.52,101.31,499.8,1789.81,209.37,2498.98,148.58
30.99,674.65,2233.8,2559.15,4657.75,345.07,7561.97,2939.44
8.93,534.61,846.99,1608.3,4197.46,1026.38,6832.14,1390.53
9.43,94.29,490.29,1301.15,4327.74,282.86,5911.75,594.01
5.84,219.56,943.36,1143.72,1982.72,848.19,3974.63,1168.76
16.53,176.27,1266.94,2175.83,8273.66,875.84,11325.33,1459.74
0,137.25,45.75,1591.09,7838.55,538.84,9968.48,183
4.21,58.93,420.95,1056.58,4394.68,408.32,5859.58,484.09
0,26.63,106.51,575.17,1251.53,308.89,2135.59,133.14
0,0,0,230.05,698.99,106.18,1035.22,0
5.36,115.62,437.21,1209.8,3337.67,275.65,4823.12,558.19
11.02,280.28,728.24,2199.4,6595.76,646.24,9441.4,1019.54
4.99,208.65,261.57,663.9,2551.76,990.36,4206.02,475.21
0,112.68,905.88,981,3192.66,265.13,4438.79,1018.56
0,640.77,898.22,2214.09,4142.11,1132.79,7488.99,1538.99
14.2,812.86,1084.9,3250.34,10179.29,2634.14,16063.77,1911.96
4.83,334.74,614.77,2277.23,4494.91,1173.21,7945.35,954.34
8.69,26.08,17.38,443.29,1495,199.91,2138.2,52.15
38.19,423.1,779.87,2398.91,6926.39,755.25,10080.55,1241.16
0,41.39,294.91,755.38,2586.92,636.38,3978.68,336.3
0,13.42,127.47,6581.68,2254.28,214.69,9050.65,140.89
15.55,233.23,326.52,1298.3,3482.86,894.04,5675.2,575.3
3.73,16.16,32.32,472.43,2405.67,330.7,3208.8,52.21
13.52,396.22,399.23,1591.4,4837.33,375.18,6803.91,808.97
0,41.04,476.07,689.49,3488.47,213.41,4391.37,517.11
0,17.88,17.88,366.6,2718.17,26.82,3111.59,35.76
0,11.24,64.63,384.99,1818.18,39.34,2242.51,75.87
18.18,548.17,977.88,2039.99,3846,1397.43,7283.42,1544.23
0,18.43,55.3,396.31,949.31,175.12,1520.74,73.73
0,9.84,63.97,462.58,2312.88,191.92,2967.38,73.81
9.33,305.99,381.99,1263.29,3150.56,1643.95,6057.8,697.31
0,69.49,347.44,427.62,2576.44,743,3747.06,416.93
0,6.98,48.86,404.86,1926.57,111.69,2443.12,55.84
5.96,353.35,460.55,2036.72,4744.42,1399.5,8180.64,819.86
0,26.75,328.62,496.75,2422.62,179.59,3098.96,355.37
12.75,956.27,962.64,1408.9,5010.84,898.89,7318.63,1931.66
0,41.1,322.9,1244.64,2665.41,305.29,4215.34,364
0,21.5,14.34,286.72,1440.76,57.34,1784.82,35.84
27.53,198.21,434.95,2587.68,3859.49,330.34,6777.51,660.69
0,15.81,154.91,398.33,1454.22,192.84,2045.39,170.72
